Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
8,Alcoholic Drinks,13,1,Total Volume,Anheuser-Busch InBev NV,million litres,2016,31/12/2016,4,"35506,37732000"
8,Alcoholic Drinks,13,1,Total Volume,Heineken NV,million litres,2016,31/12/2016,4,"18482,59580000"
8,Alcoholic Drinks,13,1,Total Volume,Carlsberg A/S,million litres,2016,31/12/2016,4,"11121,69868000"
8,Alcoholic Drinks,13,1,Total Volume,Dragonyte Brewery,million litres,2016,31/12/2016,4,"6252,38259000"
8,Alcoholic Drinks,13,1,Total Volume,Tsingtao Brewery Co Ltd,million litres,2016,31/12/2016,4,"7834,49490100"
8,Alcoholic Drinks,13,1,Total Volume,Asahi Group Holdings Ltd,million litres,2016,31/12/2016,4,"2446,94374100"
8,Alcoholic Drinks,13,1,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2016,31/12/2016,4,"5373,66288200"
8,Alcoholic Drinks,13,1,Total Volume,Kirin Holdings Co Ltd,million litres,2016,31/12/2016,4,"4770,91862300"
8,Alcoholic Drinks,13,1,Total Volume,Diageo Plc,million litres,2016,31/12/2016,4,"1926,56678300"
8,Alcoholic Drinks,13,1,Total Volume,San Miguel Corp,million litres,2016,31/12/2016,4,"1549,12729900"
8,Alcoholic Drinks,13,1,Total Volume,Castel Groupe,million litres,2016,31/12/2016,4,"1670,20946300"
8,Alcoholic Drinks,13,1,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2016,31/12/2016,4,"1242,82977100"
8,Alcoholic Drinks,13,1,Total Volume,Cervejaria PetrÃ³polis SA,million litres,2016,31/12/2016,4,"1463,85755400"
8,Alcoholic Drinks,13,1,Total Volume,Anadolu Group,million litres,2016,31/12/2016,4,"2365,22203900"
8,Alcoholic Drinks,13,1,Total Volume,Suntory Holdings Ltd,million litres,2016,31/12/2016,4,"1622,63028600"
8,Alcoholic Drinks,13,1,Total Volume,Oetker-Gruppe,million litres,2016,31/12/2016,4,"1239,42852400"
8,Alcoholic Drinks,13,1,Total Volume,UB Group,million litres,2016,31/12/2016,4,"1155,34743000"
8,Alcoholic Drinks,13,1,Total Volume,Henan Jinxing Brewery Group,million litres,2016,31/12/2016,4,"1629,87000800"
8,Alcoholic Drinks,13,1,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2016,31/12/2016,4,"1174,46991800"
8,Alcoholic Drinks,13,1,Total Volume,Grupo Mahou-San Miguel SA,million litres,2016,31/12/2016,4,"1036,74780700"
8,Alcoholic Drinks,13,1,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2016,31/12/2016,4,"1185,85013500"
8,Alcoholic Drinks,13,1,Total Volume,Thai Beverage PCL,million litres,2016,31/12/2016,4,"757,94208180"
8,Alcoholic Drinks,13,1,Total Volume,Sapporo Holdings Ltd,million litres,2016,31/12/2016,4,"771,78166230"
8,Alcoholic Drinks,13,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2016,31/12/2016,4,"733,16829160"
8,Alcoholic Drinks,13,1,Total Volume,Bitburger Braugruppe GmbH,million litres,2016,31/12/2016,4,"766,50572020"
8,Alcoholic Drinks,13,1,Total Volume,Hite Jinro Co Ltd,million litres,2016,31/12/2016,4,"746,54506610"
8,Alcoholic Drinks,13,1,Total Volume,Oettinger Brauerei GmbH,million litres,2016,31/12/2016,4,"711,05843110"
8,Alcoholic Drinks,13,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2016,31/12/2016,4,"494,95224220"
8,Alcoholic Drinks,13,1,Total Volume,Obolon PAT,million litres,2016,31/12/2016,4,"1115,77531900"
8,Alcoholic Drinks,13,1,Total Volume,Empresas Polar CA,million litres,2016,31/12/2016,4,"1554,52785300"
8,Alcoholic Drinks,13,1,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2016,31/12/2016,4,"548,47561150"
8,Alcoholic Drinks,13,1,Total Volume,Cia da UniÃ£o de Cervejas de Angola SA,million litres,2016,31/12/2016,4,"389,31265170"
8,Alcoholic Drinks,13,1,Total Volume,Damm SA,million litres,2016,31/12/2016,4,"417,41358830"
8,Alcoholic Drinks,13,1,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2016,31/12/2016,4,"334,39495270"
8,Alcoholic Drinks,13,1,Total Volume,Florida Ice & Farm Co SA,million litres,2016,31/12/2016,4,"356,11704420"
8,Alcoholic Drinks,13,1,Total Volume,Brauerei C & A Veltins GmbH & Co KG,million litres,2016,31/12/2016,4,"306,56606900"
8,Alcoholic Drinks,13,1,Total Volume,Taiwan Tobacco & Liquor Corp,million litres,2016,31/12/2016,4,"347,31041360"
8,Alcoholic Drinks,13,1,Total Volume,Yuengling Brewery,million litres,2016,31/12/2016,4,"294,32997950"
8,Alcoholic Drinks,13,1,Total Volume,Warsteiner Brauerei Haus Cramer GmbH & Co KG,million litres,2016,31/12/2016,4,"379,50174310"
8,Alcoholic Drinks,13,1,Total Volume,Royal Unibrew A/S,million litres,2016,31/12/2016,4,"208,37787820"
8,Alcoholic Drinks,13,1,Total Volume,Olvi Oyj,million litres,2016,31/12/2016,4,"279,64389190"
8,Alcoholic Drinks,13,1,Total Volume,CervecerÃ­a Centroamericana SA,million litres,2016,31/12/2016,4,"144,65850900"
8,Alcoholic Drinks,13,1,Total Volume,Brau Holding International AG,million litres,2016,31/12/2016,4,"283,96899490"
8,Alcoholic Drinks,13,1,Total Volume,"Boston Beer Co Inc, The",million litres,2016,31/12/2016,4,"285,41951460"
8,Alcoholic Drinks,13,1,Total Volume,Bavaria NV,million litres,2016,31/12/2016,4,"204,28210030"
8,Alcoholic Drinks,13,1,Total Volume,BGI Ethiopia Plc,million litres,2016,31/12/2016,4,"110,00000240"
8,Alcoholic Drinks,13,1,Total Volume,Ochakovo MPBK ZAO,million litres,2016,31/12/2016,4,"252,49549170"
8,Alcoholic Drinks,13,1,Total Volume,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,million litres,2016,31/12/2016,4,"198,22005530"
8,Alcoholic Drinks,13,1,Total Volume,Karlsberg Brauerei GmbH & Co KG,million litres,2016,31/12/2016,4,"217,80922670"
8,Alcoholic Drinks,13,1,Total Volume,Behnoush Iran Co,million litres,2016,31/12/2016,4,"194,18440360"
8,Alcoholic Drinks,13,1,Total Volume,"Cisneros, Grupo",million litres,2016,31/12/2016,4,"317,59360670"
8,Alcoholic Drinks,13,1,Total Volume,Asia Brewery Inc,million litres,2016,31/12/2016,4,"478,61449250"
8,Alcoholic Drinks,13,1,Total Volume,SABMiller Plc,million litres,2016,31/12/2016,4,"18146,17543000"
8,Alcoholic Drinks,13,1,Total Volume,Unicer - Bebidas de Portugal SA,million litres,2016,31/12/2016,4,"279,06273580"
8,Alcoholic Drinks,13,1,Total Volume,China Resources Enterprise Ltd,million litres,2016,31/12/2016,4,"10619,64070000"
8,Alcoholic Drinks,13,1,Total Volume,Pabst Brewing Co,million litres,2016,31/12/2016,4,"1101,57460100"
8,Alcoholic Drinks,13,1,Total Volume,Oriental Brewery Co Ltd,million litres,2016,31/12/2016,4,"1080,86615200"
8,Alcoholic Drinks,13,1,Total Volume,Nantong Fuhao Alcohol Industry Co Ltd,million litres,2016,31/12/2016,4,"364,09999470"
8,Alcoholic Drinks,13,1,Total Volume,"Modelo SA de CV, Grupo",million litres,2016,31/12/2016,4,"5578,17503900"
8,Alcoholic Drinks,13,1,Total Volume,Chongqing Brewery Co Ltd,million litres,2016,31/12/2016,4,"1140,30245900"
8,Alcoholic Drinks,13,1,Total Volume,Kingway Brewery Holdings Ltd,million litres,2016,31/12/2016,4,"764,69008300"
8,Alcoholic Drinks,13,1,Total Volume,Lanzhou Huanghe Beer Co Ltd,million litres,2016,31/12/2016,4,"281,54000940"
8,Alcoholic Drinks,13,1,Total Volume,Private Label,million litres,2016,31/12/2016,4,"1735,87781800"
8,Alcoholic Drinks,13,1,Total Volume,Others,million litres,2016,31/12/2016,4,"30053,86642000"
8,Alcoholic Drinks,13,1,Total Volume,Anheuser-Busch InBev NV,million litres,2017,31/12/2017,5,"39275,08273000"
8,Alcoholic Drinks,13,1,Total Volume,Anheuser-Busch InBev NV,million litres,2018,31/12/2018,6,"41143,35765000"
8,Alcoholic Drinks,13,1,Total Volume,Anheuser-Busch InBev NV,million litres,2019,31/12/2019,7,"41080,23600000"
8,Alcoholic Drinks,13,1,Total Volume,Anheuser-Busch InBev NV,million litres,2020,31/12/2020,8,"52147,56899000"
8,Alcoholic Drinks,13,1,Total Volume,Anheuser-Busch InBev NV,million litres,2021,31/12/2021,9,"52545,43307000"
8,Alcoholic Drinks,13,1,Total Volume,Heineken NV,million litres,2017,31/12/2017,5,"18383,00048000"
8,Alcoholic Drinks,13,1,Total Volume,Heineken NV,million litres,2018,31/12/2018,6,"18663,08848000"
8,Alcoholic Drinks,13,1,Total Volume,Heineken NV,million litres,2019,31/12/2019,7,"19276,49797000"
8,Alcoholic Drinks,13,1,Total Volume,Heineken NV,million litres,2020,31/12/2020,8,"19636,55725000"
8,Alcoholic Drinks,13,1,Total Volume,Heineken NV,million litres,2021,31/12/2021,9,"21466,10702000"
8,Alcoholic Drinks,13,1,Total Volume,China Resources Holdings Co Ltd,million litres,2019,31/12/2019,7,"11651,57049000"
8,Alcoholic Drinks,13,1,Total Volume,China Resources Holdings Co Ltd,million litres,2020,31/12/2020,8,"11715,00023000"
8,Alcoholic Drinks,13,1,Total Volume,China Resources Holdings Co Ltd,million litres,2021,31/12/2021,9,"11889,36987000"
8,Alcoholic Drinks,13,1,Total Volume,Carlsberg A/S,million litres,2017,31/12/2017,5,"12552,80337000"
8,Alcoholic Drinks,13,1,Total Volume,Carlsberg A/S,million litres,2018,31/12/2018,6,"12252,60298000"
8,Alcoholic Drinks,13,1,Total Volume,Carlsberg A/S,million litres,2019,31/12/2019,7,"11953,69942000"
8,Alcoholic Drinks,13,1,Total Volume,Carlsberg A/S,million litres,2020,31/12/2020,8,"11850,36489000"
8,Alcoholic Drinks,13,1,Total Volume,Carlsberg A/S,million litres,2021,31/12/2021,9,"11818,71026000"
8,Alcoholic Drinks,13,1,Total Volume,Dragonyte Brewery,million litres,2017,31/12/2017,5,"6194,65008300"
8,Alcoholic Drinks,13,1,Total Volume,Dragonyte Brewery,million litres,2018,31/12/2018,6,"6079,80959500"
8,Alcoholic Drinks,13,1,Total Volume,Dragonyte Brewery,million litres,2019,31/12/2019,7,"6037,15131100"
8,Alcoholic Drinks,13,1,Total Volume,Dragonyte Brewery,million litres,2020,31/12/2020,8,"9578,01339200"
8,Alcoholic Drinks,13,1,Total Volume,Dragonyte Brewery,million litres,2021,31/12/2021,9,"9397,02893400"
8,Alcoholic Drinks,13,1,Total Volume,Tsingtao Brewery Co Ltd,million litres,2017,31/12/2017,5,"8612,63235400"
8,Alcoholic Drinks,13,1,Total Volume,Tsingtao Brewery Co Ltd,million litres,2018,31/12/2018,6,"9053,96233000"
8,Alcoholic Drinks,13,1,Total Volume,Tsingtao Brewery Co Ltd,million litres,2019,31/12/2019,7,"8473,85193100"
8,Alcoholic Drinks,13,1,Total Volume,Tsingtao Brewery Co Ltd,million litres,2020,31/12/2020,8,"7948,32438500"
8,Alcoholic Drinks,13,1,Total Volume,Tsingtao Brewery Co Ltd,million litres,2021,31/12/2021,9,"8064,15769100"
8,Alcoholic Drinks,13,1,Total Volume,Asahi Group Holdings Ltd,million litres,2017,31/12/2017,5,"2253,43730400"
8,Alcoholic Drinks,13,1,Total Volume,Asahi Group Holdings Ltd,million litres,2018,31/12/2018,6,"2241,46514600"
8,Alcoholic Drinks,13,1,Total Volume,Asahi Group Holdings Ltd,million litres,2019,31/12/2019,7,"2218,97434100"
8,Alcoholic Drinks,13,1,Total Volume,Asahi Group Holdings Ltd,million litres,2020,31/12/2020,8,"6347,23031000"
8,Alcoholic Drinks,13,1,Total Volume,Asahi Group Holdings Ltd,million litres,2021,31/12/2021,9,"6330,03781400"
8,Alcoholic Drinks,13,1,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2017,31/12/2017,5,"5685,39299200"
8,Alcoholic Drinks,13,1,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2018,31/12/2018,6,"5327,91313400"
8,Alcoholic Drinks,13,1,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2019,31/12/2019,7,"4837,77389200"
8,Alcoholic Drinks,13,1,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2020,31/12/2020,8,"4493,50525000"
8,Alcoholic Drinks,13,1,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2021,31/12/2021,9,"4684,66842400"
8,Alcoholic Drinks,13,1,Total Volume,Kirin Holdings Co Ltd,million litres,2017,31/12/2017,5,"4521,51658100"
8,Alcoholic Drinks,13,1,Total Volume,Kirin Holdings Co Ltd,million litres,2018,31/12/2018,6,"4266,66100400"
8,Alcoholic Drinks,13,1,Total Volume,Kirin Holdings Co Ltd,million litres,2019,31/12/2019,7,"4298,31254400"
8,Alcoholic Drinks,13,1,Total Volume,Kirin Holdings Co Ltd,million litres,2020,31/12/2020,8,"4038,23603100"
8,Alcoholic Drinks,13,1,Total Volume,Kirin Holdings Co Ltd,million litres,2021,31/12/2021,9,"2763,06536400"
8,Alcoholic Drinks,13,1,Total Volume,Diageo Plc,million litres,2017,31/12/2017,5,"1826,57120200"
8,Alcoholic Drinks,13,1,Total Volume,Diageo Plc,million litres,2018,31/12/2018,6,"1842,78428000"
8,Alcoholic Drinks,13,1,Total Volume,Diageo Plc,million litres,2019,31/12/2019,7,"1743,24174200"
8,Alcoholic Drinks,13,1,Total Volume,Diageo Plc,million litres,2020,31/12/2020,8,"2455,00865100"
8,Alcoholic Drinks,13,1,Total Volume,Diageo Plc,million litres,2021,31/12/2021,9,"2508,30660200"
8,Alcoholic Drinks,13,1,Total Volume,Constellation Brands Inc,million litres,2017,31/12/2017,5,"1506,37358800"
8,Alcoholic Drinks,13,1,Total Volume,Constellation Brands Inc,million litres,2018,31/12/2018,6,"1670,81787200"
8,Alcoholic Drinks,13,1,Total Volume,Constellation Brands Inc,million litres,2019,31/12/2019,7,"1859,01328600"
8,Alcoholic Drinks,13,1,Total Volume,Constellation Brands Inc,million litres,2020,31/12/2020,8,"2073,76974800"
8,Alcoholic Drinks,13,1,Total Volume,Constellation Brands Inc,million litres,2021,31/12/2021,9,"2303,54161500"
8,Alcoholic Drinks,13,1,Total Volume,San Miguel Corp,million litres,2017,31/12/2017,5,"1582,25362700"
8,Alcoholic Drinks,13,1,Total Volume,San Miguel Corp,million litres,2018,31/12/2018,6,"1635,44211100"
8,Alcoholic Drinks,13,1,Total Volume,San Miguel Corp,million litres,2019,31/12/2019,7,"1662,97769200"
8,Alcoholic Drinks,13,1,Total Volume,San Miguel Corp,million litres,2020,31/12/2020,8,"1913,55974800"
8,Alcoholic Drinks,13,1,Total Volume,San Miguel Corp,million litres,2021,31/12/2021,9,"2177,16297100"
8,Alcoholic Drinks,13,1,Total Volume,Castel Groupe,million litres,2017,31/12/2017,5,"1750,93345800"
8,Alcoholic Drinks,13,1,Total Volume,Castel Groupe,million litres,2018,31/12/2018,6,"1842,21873200"
8,Alcoholic Drinks,13,1,Total Volume,Castel Groupe,million litres,2019,31/12/2019,7,"1769,72440600"
8,Alcoholic Drinks,13,1,Total Volume,Castel Groupe,million litres,2020,31/12/2020,8,"1740,41672200"
8,Alcoholic Drinks,13,1,Total Volume,Castel Groupe,million litres,2021,31/12/2021,9,"1733,73095300"
8,Alcoholic Drinks,13,1,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2017,31/12/2017,5,"1298,70123100"
8,Alcoholic Drinks,13,1,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2018,31/12/2018,6,"1339,99996100"
8,Alcoholic Drinks,13,1,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2019,31/12/2019,7,"1396,79995500"
8,Alcoholic Drinks,13,1,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2020,31/12/2020,8,"1527,45333600"
8,Alcoholic Drinks,13,1,Total Volume,Saigon Alcohol Beer & Beverages Corp (Sabeco),million litres,2021,31/12/2021,9,"1654,31789000"
8,Alcoholic Drinks,13,1,Total Volume,Cervejaria PetrÃ³polis SA,million litres,2017,31/12/2017,5,"1489,94053800"
8,Alcoholic Drinks,13,1,Total Volume,Cervejaria PetrÃ³polis SA,million litres,2018,31/12/2018,6,"1629,51085500"
8,Alcoholic Drinks,13,1,Total Volume,Cervejaria PetrÃ³polis SA,million litres,2019,31/12/2019,7,"1601,52187700"
8,Alcoholic Drinks,13,1,Total Volume,Cervejaria PetrÃ³polis SA,million litres,2020,31/12/2020,8,"1568,59010300"
8,Alcoholic Drinks,13,1,Total Volume,Cervejaria PetrÃ³polis SA,million litres,2021,31/12/2021,9,"1574,26994200"
8,Alcoholic Drinks,13,1,Total Volume,Anadolu Group,million litres,2017,31/12/2017,5,"2033,00483800"
8,Alcoholic Drinks,13,1,Total Volume,Anadolu Group,million litres,2018,31/12/2018,6,"1840,20348800"
8,Alcoholic Drinks,13,1,Total Volume,Anadolu Group,million litres,2019,31/12/2019,7,"1533,32999300"
8,Alcoholic Drinks,13,1,Total Volume,Anadolu Group,million litres,2020,31/12/2020,8,"1489,01265800"
8,Alcoholic Drinks,13,1,Total Volume,Anadolu Group,million litres,2021,31/12/2021,9,"1481,19574200"
8,Alcoholic Drinks,13,1,Total Volume,Suntory Holdings Ltd,million litres,2017,31/12/2017,5,"1672,66371100"
8,Alcoholic Drinks,13,1,Total Volume,Suntory Holdings Ltd,million litres,2018,31/12/2018,6,"1679,90323200"
8,Alcoholic Drinks,13,1,Total Volume,Suntory Holdings Ltd,million litres,2019,31/12/2019,7,"1571,97023400"
8,Alcoholic Drinks,13,1,Total Volume,Suntory Holdings Ltd,million litres,2020,31/12/2020,8,"1465,43256600"
8,Alcoholic Drinks,13,1,Total Volume,Suntory Holdings Ltd,million litres,2021,31/12/2021,9,"1435,91740000"
8,Alcoholic Drinks,13,1,Total Volume,Oetker-Gruppe,million litres,2017,31/12/2017,5,"1239,48420500"
8,Alcoholic Drinks,13,1,Total Volume,Oetker-Gruppe,million litres,2018,31/12/2018,6,"1255,41962700"
8,Alcoholic Drinks,13,1,Total Volume,Oetker-Gruppe,million litres,2019,31/12/2019,7,"1259,30176900"
8,Alcoholic Drinks,13,1,Total Volume,Oetker-Gruppe,million litres,2020,31/12/2020,8,"1266,59275800"
8,Alcoholic Drinks,13,1,Total Volume,Oetker-Gruppe,million litres,2021,31/12/2021,9,"1282,89517800"
8,Alcoholic Drinks,13,1,Total Volume,UB Group,million litres,2017,31/12/2017,5,"1194,10874700"
8,Alcoholic Drinks,13,1,Total Volume,UB Group,million litres,2018,31/12/2018,6,"1271,33015500"
8,Alcoholic Drinks,13,1,Total Volume,UB Group,million litres,2019,31/12/2019,7,"1306,24957400"
8,Alcoholic Drinks,13,1,Total Volume,UB Group,million litres,2020,31/12/2020,8,"1209,02105200"
8,Alcoholic Drinks,13,1,Total Volume,UB Group,million litres,2021,31/12/2021,9,"1234,92594800"
8,Alcoholic Drinks,13,1,Total Volume,Henan Jinxing Brewery Group,million litres,2017,31/12/2017,5,"1466,88989500"
8,Alcoholic Drinks,13,1,Total Volume,Henan Jinxing Brewery Group,million litres,2018,31/12/2018,6,"1246,85004900"
8,Alcoholic Drinks,13,1,Total Volume,Henan Jinxing Brewery Group,million litres,2019,31/12/2019,7,"1309,19253100"
8,Alcoholic Drinks,13,1,Total Volume,Henan Jinxing Brewery Group,million litres,2020,31/12/2020,8,"1267,29847500"
8,Alcoholic Drinks,13,1,Total Volume,Henan Jinxing Brewery Group,million litres,2021,31/12/2021,9,"1193,79515000"
8,Alcoholic Drinks,13,1,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2017,31/12/2017,5,"1114,00000300"
8,Alcoholic Drinks,13,1,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2018,31/12/2018,6,"1169,89996800"
8,Alcoholic Drinks,13,1,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2019,31/12/2019,7,"1159,80010000"
8,Alcoholic Drinks,13,1,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2020,31/12/2020,8,"1162,00000100"
8,Alcoholic Drinks,13,1,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2021,31/12/2021,9,"1150,37998100"
8,Alcoholic Drinks,13,1,Total Volume,Grupo Mahou-San Miguel SA,million litres,2017,31/12/2017,5,"1013,66417700"
8,Alcoholic Drinks,13,1,Total Volume,Grupo Mahou-San Miguel SA,million litres,2018,31/12/2018,6,"1043,24071000"
8,Alcoholic Drinks,13,1,Total Volume,Grupo Mahou-San Miguel SA,million litres,2019,31/12/2019,7,"1096,14756900"
8,Alcoholic Drinks,13,1,Total Volume,Grupo Mahou-San Miguel SA,million litres,2020,31/12/2020,8,"1124,93219200"
8,Alcoholic Drinks,13,1,Total Volume,Grupo Mahou-San Miguel SA,million litres,2021,31/12/2021,9,"1146,06745300"
8,Alcoholic Drinks,13,1,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2017,31/12/2017,5,"1158,89709700"
8,Alcoholic Drinks,13,1,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2018,31/12/2018,6,"1148,54831900"
8,Alcoholic Drinks,13,1,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2019,31/12/2019,7,"1061,41145100"
8,Alcoholic Drinks,13,1,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2020,31/12/2020,8,"1058,23489200"
8,Alcoholic Drinks,13,1,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2021,31/12/2021,9,"1073,57496400"
8,Alcoholic Drinks,13,1,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2018,31/12/2018,6,"1071,76906700"
8,Alcoholic Drinks,13,1,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2019,31/12/2019,7,"1067,60898900"
8,Alcoholic Drinks,13,1,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2020,31/12/2020,8,"1057,51416400"
8,Alcoholic Drinks,13,1,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2021,31/12/2021,9,"1045,44035800"
8,Alcoholic Drinks,13,1,Total Volume,Thai Beverage PCL,million litres,2017,31/12/2017,5,"746,22836890"
8,Alcoholic Drinks,13,1,Total Volume,Thai Beverage PCL,million litres,2018,31/12/2018,6,"766,85336860"
8,Alcoholic Drinks,13,1,Total Volume,Thai Beverage PCL,million litres,2019,31/12/2019,7,"696,22193720"
8,Alcoholic Drinks,13,1,Total Volume,Thai Beverage PCL,million litres,2020,31/12/2020,8,"865,68262720"
8,Alcoholic Drinks,13,1,Total Volume,Thai Beverage PCL,million litres,2021,31/12/2021,9,"879,94992710"
8,Alcoholic Drinks,13,1,Total Volume,Sapporo Holdings Ltd,million litres,2017,31/12/2017,5,"826,01248710"
8,Alcoholic Drinks,13,1,Total Volume,Sapporo Holdings Ltd,million litres,2018,31/12/2018,6,"801,65816970"
8,Alcoholic Drinks,13,1,Total Volume,Sapporo Holdings Ltd,million litres,2019,31/12/2019,7,"806,68868680"
8,Alcoholic Drinks,13,1,Total Volume,Sapporo Holdings Ltd,million litres,2020,31/12/2020,8,"810,58976450"
8,Alcoholic Drinks,13,1,Total Volume,Sapporo Holdings Ltd,million litres,2021,31/12/2021,9,"824,78660570"
8,Alcoholic Drinks,13,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2017,31/12/2017,5,"718,04543680"
8,Alcoholic Drinks,13,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2018,31/12/2018,6,"715,89832610"
8,Alcoholic Drinks,13,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2019,31/12/2019,7,"712,51630700"
8,Alcoholic Drinks,13,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2020,31/12/2020,8,"731,88909750"
8,Alcoholic Drinks,13,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2021,31/12/2021,9,"799,66365000"
8,Alcoholic Drinks,13,1,Total Volume,Bitburger Braugruppe GmbH,million litres,2017,31/12/2017,5,"745,28432410"
8,Alcoholic Drinks,13,1,Total Volume,Bitburger Braugruppe GmbH,million litres,2018,31/12/2018,6,"743,15234740"
8,Alcoholic Drinks,13,1,Total Volume,Bitburger Braugruppe GmbH,million litres,2019,31/12/2019,7,"731,13155350"
8,Alcoholic Drinks,13,1,Total Volume,Bitburger Braugruppe GmbH,million litres,2020,31/12/2020,8,"725,15788280"
8,Alcoholic Drinks,13,1,Total Volume,Bitburger Braugruppe GmbH,million litres,2021,31/12/2021,9,"720,26060630"
8,Alcoholic Drinks,13,1,Total Volume,Hite Jinro Co Ltd,million litres,2017,31/12/2017,5,"732,96200250"
8,Alcoholic Drinks,13,1,Total Volume,Hite Jinro Co Ltd,million litres,2018,31/12/2018,6,"685,80491650"
8,Alcoholic Drinks,13,1,Total Volume,Hite Jinro Co Ltd,million litres,2019,31/12/2019,7,"697,01030220"
8,Alcoholic Drinks,13,1,Total Volume,Hite Jinro Co Ltd,million litres,2020,31/12/2020,8,"690,43722950"
8,Alcoholic Drinks,13,1,Total Volume,Hite Jinro Co Ltd,million litres,2021,31/12/2021,9,"699,33686900"
8,Alcoholic Drinks,13,1,Total Volume,Oettinger Brauerei GmbH,million litres,2017,31/12/2017,5,"737,37192960"
8,Alcoholic Drinks,13,1,Total Volume,Oettinger Brauerei GmbH,million litres,2018,31/12/2018,6,"726,89086700"
8,Alcoholic Drinks,13,1,Total Volume,Oettinger Brauerei GmbH,million litres,2019,31/12/2019,7,"704,04647430"
8,Alcoholic Drinks,13,1,Total Volume,Oettinger Brauerei GmbH,million litres,2020,31/12/2020,8,"694,86487630"
8,Alcoholic Drinks,13,1,Total Volume,Oettinger Brauerei GmbH,million litres,2021,31/12/2021,9,"682,06030750"
8,Alcoholic Drinks,13,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2017,31/12/2017,5,"554,57423630"
8,Alcoholic Drinks,13,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2018,31/12/2018,6,"581,28550960"
8,Alcoholic Drinks,13,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2019,31/12/2019,7,"615,45740580"
8,Alcoholic Drinks,13,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2020,31/12/2020,8,"636,18102020"
8,Alcoholic Drinks,13,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),million litres,2021,31/12/2021,9,"655,18853670"
8,Alcoholic Drinks,13,1,Total Volume,Obolon PAT,million litres,2017,31/12/2017,5,"1013,85291600"
8,Alcoholic Drinks,13,1,Total Volume,Obolon PAT,million litres,2018,31/12/2018,6,"854,36150550"
8,Alcoholic Drinks,13,1,Total Volume,Obolon PAT,million litres,2019,31/12/2019,7,"681,03901660"
8,Alcoholic Drinks,13,1,Total Volume,Obolon PAT,million litres,2020,31/12/2020,8,"646,71475870"
8,Alcoholic Drinks,13,1,Total Volume,Obolon PAT,million litres,2021,31/12/2021,9,"621,00872410"
8,Alcoholic Drinks,13,1,Total Volume,Empresas Polar CA,million litres,2017,31/12/2017,5,"1693,19451200"
8,Alcoholic Drinks,13,1,Total Volume,Empresas Polar CA,million litres,2018,31/12/2018,6,"1702,37844800"
